Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,38.94049835205078,39.48149871826172,38.790000915527344,39.30699920654297,39.30699920654297,33146000
2017-01-04,39.417999267578125,39.56700134277344,39.15800094604492,39.345001220703125,39.345001220703125,21460000
2017-01-05,39.30400085449219,39.7239990234375,39.250999450683594,39.70100021362305,39.70100021362305,26704000
2017-01-06,39.76300048828125,40.39500045776367,39.610198974609375,40.307498931884766,40.307498931884766,32804000
2017-01-09,40.31999969482422,40.49829864501953,40.14149856567383,40.33250045776367,40.33250045776367,25492000
2017-01-10,40.393001556396484,40.45650100708008,40.175498962402344,40.239498138427734,40.239498138427734,23536000
2017-01-11,40.25,40.407501220703125,40.06850051879883,40.39550018310547,40.39550018310547,21318000
2017-01-12,40.356998443603516,40.36949920654297,39.958499908447266,40.31800079345703,40.31800079345703,27062000
2017-01-13,40.374000549316406,40.56119918823242,40.33449935913086,40.39400100708008,40.39400100708008,21984000
2017-01-17,40.354000091552734,40.356998443603516,40.01850128173828,40.230499267578125,40.230499267578125,27242000
2017-01-18,40.29050064086914,40.31024932861328,40.04949951171875,40.30350112915039,40.30350112915039,25888000
2017-01-19,40.25600051879883,40.4739990234375,40.09000015258789,40.10874938964844,40.10874938964844,18386000
2017-01-20,40.34550094604492,40.34550094604492,40.08449935913086,40.250999450683594,40.250999450683594,33400000
2017-01-23,40.36249923706055,41.04349899291992,40.1870002746582,40.96549987792969,40.96549987792969,39272000
2017-01-24,41.1150016784668,41.29499816894531,40.891048431396484,41.19350051879883,41.19350051879883,29480000
2017-01-25,41.48099899291992,41.78850173950195,41.25299835205078,41.78350067138672,41.78350067138672,29890000
2017-01-26,41.890499114990234,41.900001525878906,41.35049819946289,41.60749816894531,41.60749816894531,59478000
2017-01-27,41.73550033569336,42.09749984741211,41.02199935913086,41.16550064086914,41.16550064086914,59316000
2017-01-30,40.733001708984375,40.79199981689453,39.9900016784668,40.11600112915039,40.11600112915039,64932000
2017-01-31,39.84299850463867,40.0625,39.5260009765625,39.839500427246094,39.839500427246094,43212000
